Size,Category,Subcategory,Firmness,SKU,name,Unit,Normal Price IDR,unit cost,image_url,showroom_qty,warehouse_qty
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSW2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm)  - White,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSS2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm)  - Sand,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSG2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm) - Grey,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSDG2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm) - Dark Grey,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSSG2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Sage,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSMG2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases -  Super King/King (300cm x 300cm)  - Moss Green,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSBM2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Blush Mauve,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSBO2SK300X300FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm)  - Burnt Orange,Set,"2,450,000","678,641",,,
Super King / King,Bamboo Bedsheet,Bamboo Flat,,SSL2SK300X300FL,,Set,,,,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSW2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases  - Queen (250cm x 300cm) - White,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSS2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm) - Sand,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSG2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm) - Grey,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSDG2Q300X250FL,,Set,,"599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSSG2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm) - Sage,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSMG2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm) - Moss Green,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSBM2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm) - Blush Mauve,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSBO2Q300X250FL,Bamboo Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm) - Burnt Orange,Set,"2,300,000","599,537",,,
Queen,Bamboo Bedsheet,Bamboo Flat,,SSL2Q300X250FL,,Set,,"599,537",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCW2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - White,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCS2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Sand,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCG2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Grey,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCDG2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Dark Grey,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCSG2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Sage,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCMG2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Moss Green,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCBM2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Blush Mauve,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCBO2OS75X50,Bamboo Pillow Cases Set (2 Pillow Cases) -  50 cm x 75 cm  - Burnt Orange,Set,"900,000","252,252",,,
Pillow Cases,Bamboo Bedsheet,Bamboo Pillow Cases,,PCL2OS75X50,,Set,,,,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCW1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - White,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCS1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Sand,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCG1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Grey,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCDG1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Dark Grey,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCSG1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Sage,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCMG1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Moss Green,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCBM1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Blush Mauve,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCBO1OS91X34,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Burnt Orange,Pcs,"650,000","171,219",,,
Bolster Case,Bamboo Bedsheet,Bamboo Bolster Case,,BCL1OS91X34,,Pcs,,,,,
Super King,Linen Bedsheet,Linen Fitted,,LSPW2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - White,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSN2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases  - Super King (200cm x 200cm) - Natural,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSCG2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Charcoal Grey,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSPS2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases  -  Super King (200cm x 200cm) - Pinstriped,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSO2SK200X200FI,Linen Fitted  Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Olive,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSOS2SK200X200FI,Linen  Fitted  Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Olive Stripe,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSHZ2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Hazelnut,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSP2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Peach,Set,"3,550,000","1,086,316",,,
Super King,Linen Bedsheet,Linen Fitted,,LSM2SK200X200FI,Linen Fitted Sheet Set + 2 Pillow Cases - Super King (200cm x 200cm) - Mustard,Set,"3,550,000","1,086,316",,,
King,Linen Bedsheet,Linen Fitted,,LSPW2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - White,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSN2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - Natural,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSCG2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases  - King (180cm x 200cm) - Charcoal Grey,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSPS2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - Pinstriped,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSO2K200X180FI,Linen  Fitted  Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Olive,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSOS2K200X180FI,Linen  Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Olive Stripe,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSHZ2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Hazelnut,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSP2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Peach,Set,"3,350,000","1,022,647",,,
King,Linen Bedsheet,Linen Fitted,,LSM2K200X180FI,Linen Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm) - Mustard,Set,"3,350,000","1,022,647",,,
Queen,Linen Bedsheet,Linen Fitted,,LSPW2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases  - Queen (160cm x 200cm) - White,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSN2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Natural,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSCG2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Charcoal Grey,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSPS2Q200X160FI,Linen  Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Pinstriped,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSO2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Olive,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSOS2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Olive Stripe,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSHZ2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Hazelnut,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSP2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Peach,Set,"2,950,000","973,255",,,
Queen,Linen Bedsheet,Linen Fitted,,LSM2Q200X160FI,Linen Fitted Sheet Set + 2 Pillow Cases - Queen (160cm x 200cm) - Mustard,Set,"2,950,000","973,255",,,
Single,Linen Bedsheet,Linen Fitted,,LSPW1S200X90FI,Linen Fitted Sheet Set + 1 Pillow Case  -   Single (90cm x 200cm) - White,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSN1S200X90FI,Linen Fitted Sheet Set + 1 Pillow Case - Single (90cm x 200cm) - Natural,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSCG1S200X90FI,,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSPS1S200X90FI,Linen Fitted Sheet Set + 1 Pillow Case - Single (90cm x 200cm) - Pinstripe,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSO1S200X90FI,Linen Fitted Sheet Set + 1 Pillow Case - Single (90cm x 200cm) - Olive,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSOS1S200X90FI,,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSHZ1S200X90FI,,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSP1S200X90FI,,Set,"2,250,000","676,712",,,
Single,Linen Bedsheet,Linen Fitted,,LSM1S200X90FI,,Set,"2,250,000","676,712",,,
Super King,Linen Bedsheet,Linen Duvet,,LSPW2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm)  - White,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSN2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm)  - Natural,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSCG2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm)  - Charcoal Grey,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSPS2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Pinstriped,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSO2SK260X230DU,Linen  Duvet  Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Olive,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSOS2SK260X230DU,Linen  Duvet  Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Olive Stripe,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSHZ2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Hazelnut,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSP2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Peach,Set,"4,650,000","1,590,073",,,
Super King,Linen Bedsheet,Linen Duvet,,LSM2SK260X230DU,Linen Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Mustard,Set,"4,650,000","1,590,073",,,
King,Linen Bedsheet,Linen Duvet,,LSPW2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - White,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSN2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Natural,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSCG2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Charcoal Grey,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSPS2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Pinstriped,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSO2K240X220DU,Linen  Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Olive,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSOS2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Olive Stripe,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSHZ2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Hazelnut,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSP2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Peach,Set,"4,250,000","1,362,408",,,
King,Linen Bedsheet,Linen Duvet,,LSM2K240X220DU,Linen Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Mustard,Set,"4,250,000","1,362,408",,,
Queen,Linen Bedsheet,Linen Duvet,,LSPW2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm)  - White,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSN2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Natural,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSCG2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Charcoal Grey,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSPS2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Pinstriped,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSO2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Olive,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSOS2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Olive Stripe,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSHZ2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Hazelnut,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSP2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Peach,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Duvet,,LSM2Q210X210DU,Linen Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Mustard,Set,"3,950,000","1,205,358",,,
Single,Linen Bedsheet,Linen Duvet,,LSPW1S140X210DU,Linen Duvet Sheet Set + 1 Pillow Case - Single (140cm x 210cm) - White,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSN1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSCG1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSPS1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSO1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSOS1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSHZ1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSP1S140X210DU,,Set,"2,950,000","858,072",,,
Single,Linen Bedsheet,Linen Duvet,,LSM1S140X210DU,,Set,"2,950,000","858,072",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSPW2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm)  - White,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSN2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm)  - Natural,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSCG2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm) - Charcoal Grey,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSPS2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases  - Super King/King (300cm x 300cm) - Pinstriped,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSO2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Olive,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSOS2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Olive Stripe,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSHZ2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Hazelnut,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSP2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Peach,Set,"3,950,000","1,205,358",,,
Super King / King,Linen Bedsheet,Linen Flat,,LSM2SK300X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Super King/King (300cm x 300cm) - Mustard,Set,"3,950,000","1,205,358",,,
Queen,Linen Bedsheet,Linen Flat,,LSPW2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSN2Q250X300FL,Linen Flat Sheet Set + 2 Pillow Cases - Queen (250cm x 300cm)  - Natural,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSCG2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSPS2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSO2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSOS2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSHZ2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSP2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Queen,Linen Bedsheet,Linen Flat,,LSM2Q300X250FL,,Set,"3,650,000","1,166,771",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCPW2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) -  50 cm x 75 cm  - White,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCN2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) -  50cm x 75cm  - Natural,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCCG2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) -  50cm x 75cm  - Charcoal Grey,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCPS2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) -  50cm x 75cm  - Pinstriped,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCO2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) - 50cm x 75cm - Olive,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCOS2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) - 50cm x 75cm - Olive Stripe,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCHZ2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm -  Hazelnut,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCP2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) - 50 cm x 75 cm - Peach,Set,"1,250,000","368,014",,,
Pillow Cases,Linen Bedsheet,Linen Pillow Cases,,PCM2OS75X50,Linen Pillow Cases Set (2 Pillow Cases) - 50cm x 75cm - Mustard,Set,"1,250,000","368,014",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCPW1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm  - White,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCN1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Natural,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCCG1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm  - Charcoal Grey,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCPS1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm  - Pinstriped,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCO1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Olive,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCOS1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Olive Stripe,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCHZ1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Hazelnut,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCP1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Peach,Pcs,"850,000","217,523",,,
Bolster Case,Linen Bedsheet,Linen Bolster Case,,BCM1OS91X34,Linen Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Mustard,Pcs,"850,000","217,523",,,
,Bath Accessories,Face Towel,,VCSFTW30X30,Heveya Vegan Cotton Face Towel - 30x30cm - White,Pcs,"300,000","69,548",,,
,Bath Accessories,Face Towel,,VCSFTN30X30,Heveya Vegan Cotton Face Towel - 30x30cm - Natural,Pcs,"300,000","69,548",,,
,Bath Accessories,Face Towel,,VCSFTSI30X30,Heveya Vegan Cotton Face Towel - 30x30cm - Silver,Pcs,"300,000","69,548",,,
,Bath Accessories,Face Towel,,VCSFTST30X30,Heveya Vegan Cotton Face Towel - 30x30cm - Stone,Pcs,"300,000","69,548",,,
,Bath Accessories,Hand Towel,,VCSHTW40X70,Heveya Vegan Cotton Hand Towel - 70 x 40 - White,Pcs,"450,000","120,489",,,
,Bath Accessories,Hand Towel,,VCSHTN40X70,Heveya Vegan Cotton Hand Towel - 70 x 40 - Natural,Pcs,"450,000","120,489",,,
,Bath Accessories,Hand Towel,,VCSHTSI40X70,Heveya Vegan Cotton Hand Towel - 70 x 40 - Silver,Pcs,"450,000","120,489",,,
,Bath Accessories,Hand Towel,,VCSHTST40X70,Heveya Vegan Cotton Hand Towel - 70 x 40 - Stone,Pcs,"450,000","120,489",,,
,Bath Accessories,Bath Towel,,VCSBTW140X80,Heveya Vegan Cotton Bath Towel - 140 x 80cm - White,Pcs,"990,000","297,456",,,
,Bath Accessories,Bath Towel,,VCSBTN140X80,Heveya Vegan Cotton Bath Towel - 140 x 80cm - Natural,Pcs,"990,000","297,456",,,
,Bath Accessories,Bath Towel,,VCSBTSI140X80,Heveya Vegan Cotton Bath Towel - 140 x 80cm - Silver,Pcs,"990,000","297,456",,,
