month,target
2025-04,1745333333.0
2025-05,2258666667.0
2025-01,1862000000.0
2025-02,1666000000.0
2025-03,2352000000.0
2025-06,2156000000.0
2025-07,2305333333.0
2025-08,2669333333.0
2025-09,2305333333.0
2024-10,1643333333.0
2024-11,1643333333.0
2024-12,1643333334.0
2024-07,1586666667.0
2024-08,1586666667.0
2024-09,1586666667.0
2024-04,1173000000.0
2024-05,1564000000.0
2024-06,1173000000.0
2024-01,1133333333.0
2024-02,906666667.0
2024-03,1360000000.0
