id,name,product_code,showroom_qty,warehouse_qty,product_categories_string,buy_account,sell_account,inventory_asset_account
49593045,20521853 JARVFJALLET office chr w armr Grann white AP Article Number: 20521853,,0,0,,Aktiva Kelompok I (Fixed Assets - Office Equipment),Sales - Mattress,
44254609,Accessories - Top Centre Complete 8066 - Double swing door,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
48312606,Additional cost for 1L bottle for diffuser,WRRDLQ1L,0.0,0,"Wellness, Material",COGS - Bed Accessories,Sales - Bed Accessories,Inventory - Bed Accessories
50667751,Additional Discount,,0,0,,COGS - Mattress,Discounts given,
45503882,Alami Candle,,0,0,pop-up,COGS - Mattress,Sales - Consignment,
51329797,"Apple iPhone 15 128GB, Black",,0,0,Showroom Equipment,Aktiva Kelompok I (Fixed Assets - Office Equipment),Sales - Mattress,
51371181,Bali Sama Sama,,0,0,Consignment,COGS - Mattress,Sales - Consignment,
44269695,Bali Showroom 1st Floor,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
44269712,Bali Showroom 2nd Floor,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
44269660,Bali Showroom Additional Items,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
44269648,Bali Showroom Hanging Lamp,,0,0,,Aktiva Kelompok I (Fixed Assets - Office Equipment),Sales - Mattress,
44365414,Bali Showroom Kalpataru,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
44269620,Bali Showroom Structural Works,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
44269728,Bali Showroom Tempered Glass,,0,0,,Bangunan (Fixed Asset - Building),Sales - Mattress,
49037812,Bamboo  Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (240x200) - White,SSW2CS240X200FI,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
38436647,Bamboo  Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (W200cm x L200cm x 30cm) - White,SSWCS200X200X30FI,0.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
37676130,Bamboo - Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Burnt Orange,SSBO2K240X220DU	,3.0,24.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
37675447,Bamboo - Fitted Sheet Set + 2 Pillow Cases - King (180cm x 200cm)  - Burnt Orange,SSBO2K180X200FI,7.0,20.0,Bamboo Fitted Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
50143537,Bamboo Bolster Case Sand - Travel Mini Bolster,,0.0,0.0,,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
41909657,Bamboo Bolster Case Set (1 Bolster Case) - Custom made 104cm x 40cm,BCCSMG104X40,0.0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
53905128,Bamboo Bolster Case Set (1 Bolster Case) - Custom Size ø34.5 cm x L107 cm - White,,0.0,0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
46058881,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Blush Mauve,BCBM1OS91X34,16.0,14.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
33787468,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Burnt Orange,BCBO1OS91X34	,6.0,14.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
33783219,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Dark Grey,BCDG1OS91X34,14.0,2.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
32997034,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Grey,BCG1OS91X34,6.0,19.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
51903820,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Lilac,BCL1OS91X34,0.0,0.0,Bamboo Bolster Case,COGS - Bed Accessories,Sales - Bed Accessories,Inventory - Bed Accessories
33787412,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Moss Green,BCMG1OS91X34,15.0,21.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
41819233,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Sage,BCSG1OS91X34,4.0,17.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
33783851,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Sand,BCS1OS91X34,0.0,24.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Mattress
32997053,Bamboo Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - White,BCW1OS91X34,28.0,0.0,Bamboo Bolster Case,COGS - Bed Accessories,Sales - Bed Accessories,Inventory - Bed Accessories
50301484,Bamboo Bundle 2 Pillowcases Moss Green - In Linen Size,,0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
41603333,Bamboo Bundle Bolster Case Set (1 Bolster Case)  - ø37cm x L100cm - Moss Green,BCMGB1OS100X37,0.0,0,,COGS - Pillow & Bolsters,Sales - Bamboo Bedsheet,Inventory - Bedsheets
52017369,Bamboo Bundle Bolster Case Set (1 Bolster Case) -  Custom Size ø35.5 cm x L120cm - Sand,,0,0.0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
38525183,Bamboo Bundle Bolster Case Set (1 Bolster Case) - Custom Size  L104cm x W40cm  - Sand,BCSB1OS104X40,0,0,,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
34056891,Bamboo Bundle Bolster Case Set (1 Bolster Case) - Custom Size 107cm x 33cm  - Dark Grey,BCCSDG1OS107X33	,0,0.0,,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
45160208,Bamboo Bundle Bolster Case Set (1 Bolster Case) - Custom Size L51cm x W22cm - Burnt Orange, BCSB1OS51x22,0.0,0,,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
52017370,Bamboo Bundle Bolster Case Set (1 Bolster Case) - Custom Size ø35.5 cm x L120cm - Grey,,0,0.0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
55099860,Bamboo Bundle Bolster Case Set (1 Bolster Case) - For Bolster Size 89øcm x L109cm - Sage,,0.0,0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
58354870,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L100 cm - Moss Green,,0.0,0,Bamboo Bolster Case,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
50231593,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Blush Mauve,BCBMB1OS91X34,2.0,0.0,Bamboo Bolster Case,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bed Accessories
36604841,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Burnt Orange,BCBOB1OS91X34,1.0,0.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bed Accessories
51405734,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Dark Grey,BCDGB1OS91X34,8.0,0.0,Bamboo Bolster Case,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bed Accessories
50665099,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Grey,BCGB1OS91X34,0.0,0,,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
48023388,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Sage,BCSGB1OS91X34,0.0,0.0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
50329581,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - Sand,BCSB1OS91X34,-1.0,-5.0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
53970724,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5 cm x L91 cm - White,BCBW1OS91X34,0.0,0,Bamboo Bolster Case,COGS - Mattress,Sales - Bed Accessories,Inventory - Bed Accessories
35824072,Bamboo Bundle Bolster Case Set (1 Bolster Case) - ø34.5cm x L91cm - Moss Green,BCMGB1OS91X34,2.0,0.0,Bamboo Bolster Case,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49835797,Bamboo Bundle Duvet Cover Sand + 2 Pillowcase - Custom Size (150cm x 200cm) - Burnt Orange, SSBOCS150X200DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49835788,Bamboo Bundle Duvet Cover Sand + 2 Pillowcase - Custom Size (150cm x 200cm) - Sand, SSSCS150X200DU,0.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
51023180,Bamboo Bundle Duvet Sheet + 2 Pillow Cases - Custom Size (160x230) - Blush Mauve,SSBBMCS160x230DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bed Accessories
51022997,Bamboo Bundle Duvet Sheet + 2 Pillow Cases - Custom Size (160x230) - Dark Grey,SSBDGCS160x230DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49037769,Bamboo Bundle Duvet Sheet + 2 Pillow Cases - Custom Size (160x230) - Grey,SSG2CS160x230DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
51023188,Bamboo Bundle Duvet Sheet + 2 Pillow Cases - Custom Size (160x230) - White,SSBWCS160x230DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
35452829,Bamboo Bundle Duvet Sheet -  Custom Size 270cm x 230cm Without Pillowcases - White,SSWCS270X230DU,0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
35452832,Bamboo Bundle Duvet Sheet -  Custom Size 280cm x 230cm without Pillowcases -  White,SSWCS280X230DU,0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36606547,Bamboo Bundle Duvet Sheet - Custom Size (260cm x 240cm) - Sand,SSSCS260X240DU,0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36606546,Bamboo Bundle Duvet Sheet - Custom Size (260cm x 240cm) - White,SSWCS260X240DU,0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
35452763,Bamboo Bundle Duvet Sheet - Custom Size (350cm x 210cm)  Without Pillowcases - White,SSWCS350X210DU,0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45001421,Bamboo Bundle Duvet Sheet - Custom Size 185x210 - White,SSWCS185x210DU,0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
38870719,Bamboo Bundle Duvet Sheet - Custom Size 200cm x 200cm Without Pillowcases - White,SSWCS200X200DU,0.0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
58459820,Bamboo Bundle Duvet Sheet - Custom Size 280cm x 230cm + 2 Pillowcases - Blush Mauve,,-1.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
48665890,Bamboo Bundle Duvet Sheet - Custom Size 280cm x 230cm + 2 Pillowcases - Dark Grey,SSDGCS280X230DU,-1.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
51119106,Bamboo Bundle Duvet Sheet - Custom Size 280cm x 230cm + 2 Pillowcases - Sage,SSSGCS280X230DU,-1.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
58459754,Bamboo Bundle Duvet Sheet - Custom Size 280cm x 230cm + 2 Pillowcases - Sand,SSSCS280X230DU,-1.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
58459818,Bamboo Bundle Duvet Sheet - Custom Size 280cm x 230cm + 2 Pillowcases - White,,-1.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
47286894,Bamboo Bundle Duvet Sheet - Custom Size 280cm x 230cm without Pillowcases - Moss Green,SSMGCS280X230DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36548237,Bamboo Bundle Duvet Sheet Set  + 2 Pillow Cases - Queen (210cm x 210cm) - Burnt Orange,SSBOB2Q210X210DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
33783712,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case  - Single (140cm x 210cm) - Sand,SSSB1S140X210DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
38491510,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case -  Single (140cm x 210cm) - Moss Green,SSMGB1S140X210DU	,0,0,Bamboo Duvet Sheet,Inventory - Bedsheets,Sales - Bamboo Bedsheet,Inventory - Mattress
36811566,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case -  Super Single (160cm x 210cm) - Moss Green,SSMGB1SS160X210DU	,0.0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36604630,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case -  Super Single (160cm x 210cm) - Sand,SSSB1SS160X210DU,0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
50669121,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Custom Size (150cm x 210cm) - Dark Grey,,0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36606940,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Custom Size (180cm x 210cm) - Moss Green,SSMGCS180X210DU,0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49571035,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Single (140cm x 210cm) - Blush Mauve,SSBMB1S140X210DU,0.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
53852068,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Single (140cm x 210cm) - Burnt Orange,SSBOB1S140X210DU,0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
51910033,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Single (140cm x 210cm) - Sage,,0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bed Accessories
48459062,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Super Single (160cm x 210cm) - Burnt Orange,SSBOB1SS160X210DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
48621597,Bamboo Bundle Duvet Sheet Set + 1 Pillow Case - Super Single (160cm x 210cm) - Sage,SSSGB1SS160X210DU,0.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
41603330,Bamboo Bundle Duvet Sheet Set + 2 Pillow Case  - Custom Size (275cm x 215cm) - Moss Green,SSMGCS275X215DU,0.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36546701,Bamboo Bundle Duvet Sheet Set + 2 Pillow Case  - Queen (210cm x 210cm) - Sand,SSSB2Q210X210DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
55099996,Bamboo Bundle Duvet Sheet Set + 2 Pillow Case - Custom Size (160cm x 200cm) - White,,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45994384,Bamboo Bundle Duvet Sheet Set + 2 Pillow Case - Custom Size (280cm x 230cm) - White,,0.0,0.0,,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
35444207,Bamboo Bundle Duvet Sheet Set + 2 Pillow Case - Queen (210cm x 210cm)  - Moss Green,SSMGB2Q210X210DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
52491761,Bamboo Bundle Duvet Sheet Set + 2 Pillow Case - Queen (210cm x 210cm) - White,SSWB2Q210X210DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
52820912,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Custom (172cm x 228cm) - Blush Mauve,,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
53091720,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Custom Size (300cm x 4400cm) - Sage,,0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
53091848,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Custom Size (300cm x 4400cm) - Sand,,0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
53117290,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Custom Size (310cm x 240cm) - White,,0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
58223746,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Custom Size 340cm x 250cm - Burnt Orange, SSBOCS2340X250DU,0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
58223740,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Custom Size 340cm x 250cm - Sand,SSSCS2340X250DU,0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56387298,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Double (200cm x 200cm) - Sage,SSSGBCS200X200DU,0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
57251494,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Blush Mauve,SSBMB2K240X220DU,0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
35452750,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Burnt Orange,SSBOB2K240X220DU,1.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
46611154,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Dark Grey,SSDGB2K240X220DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49835008,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Moss Green,SSMGB2K240X220DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45551430,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Sage,SSSGB2K240X220DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
50563994,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - King (240cm x 220cm) - Sand, SSSB2K240X220DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
57422282,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Blush Mauve,SSBMB2Q210X210DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45551485,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Queen (210cm x 210cm) - Sage,SSSGB2Q210X210DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
54103132,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Blush Mauve,SSBMB2SK260X230DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56589068,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Burnt Orange,SSBOB2SK260X230DU,1.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
50359887,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Dark Grey,SSDGB2SK260X230DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
50359843,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Moss Green,SSMGB2SK260X230DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
52142885,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Sage,SSSGB2SK260X230DU,0.0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
52371908,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - Sand,SSSB2SK260X230DU,0.0,0.0,Bamboo Duvet Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
57419304,Bamboo Bundle Duvet Sheet Set + 2 Pillow Cases - Super King (260cm x 230cm) - White,SSWB2SK260X230DU,0,0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
53710996,Bamboo Bundle Duvet Sheet Set + 2 Pillowcase - Custom Size (200cm x 200cm) - Sage,SSSGCS200X200DU	,1.0,0.0,Bamboo Duvet Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
38490769,Bamboo Bundle Fitted  Sheet - Custom Size (W240cm x L210cm) Without Pillowcases - White - Customer Candice SO5962,SSWCS240X210FI,0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
54227358,Bamboo Bundle Fitted Sheet + 1 Pillow Case - Custom Size W120 x L190 - Sage,,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45234033,Bamboo Bundle Fitted Sheet + 1 Pillow Cases - Custom Size (103 x 85 x 38cm) - White, SSWCS103X85FI,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45234015,Bamboo Bundle Fitted Sheet + 1 Pillow Cases - Custom Size (193 x 95 x 38cm) - White,SSWCS193X95FI,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45233992,Bamboo Bundle Fitted Sheet + 1 Pillow Cases - Custom Size (225 x 95 x 38cm) - White, SSWCS225X95FI,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49794701,Bamboo Bundle Fitted Sheet + 1 Pillowcase - Custom Size 70cm x 170cm - White,,0,0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
38134743,Bamboo Bundle Fitted Sheet + 2 Pillow Cases  - Custom Size (W280cm x L200cm) - White,SSWCS280X200FI,0,0.0,Bamboo Fitted Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
36604615,Bamboo Bundle Fitted Sheet + 2 Pillow Cases -  Custom Size (W240cm x L200cm) - Sand,SSSCS240X200FI		,0.0,0.0,,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
40268432,Bamboo Bundle Fitted Sheet + 2 Pillow Cases -  Custom Size 97cm x 185cm - White,SSWCS97X185FI,0.0,0.0,Bamboo Fitted Sheet,COGS - Bedsheet,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56396126,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (183cm x 190cm) - Grey,,0,0.0,Bedsheets,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56395334,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (183cm x 190cm) - Sand,,0,0.0,Bedsheets,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56396210,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (183cm x 198cm) - Grey,,0,0.0,Bedsheets,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56395962,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (183cm x 198cm) - Sand,,0,0.0,Bedsheets,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49579945,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (203xm x 183cm) - Moss Green,,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49579880,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (203xm x 183cm) - Sand,,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
49580035,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (203xm x 183cm) - White,,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
41925217,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (240cm x 220cm) - Sand,SSSCS240X220FI,0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56396176,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (91cm x 183cm) - Grey,,0,0.0,Bedsheets,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
56395636,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (91cm x 183cm) - Sand,,0,0.0,Bedsheets,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
45233813,Bamboo Bundle Fitted Sheet + 2 Pillow Cases - Custom Size (W215cm x L215cm x 45cm) - White,SSWCS215X215FI,0.0,0.0,Bamboo Fitted Sheet,COGS - Mattress,Sales - Bamboo Bedsheet,Inventory - Bedsheets
